,transcript_id,speaker_ID,speaker,speaker_role,text_duration
9072,1977_76_1835_t01,15073.0,Warren E. Burger,scotus_justice,150.811
9073,1977_76_1835_t01,15104.0,Thurgood Marshall,scotus_justice,143.052
9074,1977_76_1835_t01,15119.0,"Lewis F. Powell, Jr.",scotus_justice,77.261
9075,1977_76_1835_t01,15141.0,William H. Rehnquist,scotus_justice,80.868
9076,1977_76_1835_t01,17780.0,Bennet Kleinman,not_a_justice,1435.587
9077,1977_76_1835_t01,20580.0,Deputy Solicitor General Barnett,not_a_justice,1124.233
9078,1977_76_5796_t01,15042.0,David H. Souter,scotus_justice,15.089
9079,1977_76_5796_t01,15045.0,Harry A. Blackmun,scotus_justice,73.661
9080,1977_76_5796_t01,15049.0,Antonin Scalia,scotus_justice,375.835
9081,1977_76_5796_t01,15060.0,John Paul Stevens,scotus_justice,123.361
9082,1977_76_5796_t01,15084.0,Ruth Bader Ginsburg,scotus_justice,141.208
9083,1977_76_5796_t01,15113.0,Anthony M. Kennedy,scotus_justice,53.395
9084,1977_76_5796_t01,15141.0,William H. Rehnquist,scotus_justice,205.144
9085,1977_76_5796_t01,19458.0,Carl N. Lundberg,not_a_justice,1252.444
9086,1977_76_5796_t01,44668.0,W. Gaston Fairey,not_a_justice,979.475
9087,1977_76_6528_t01,15043.0,Potter Stewart,scotus_justice,3.139
9088,1977_76_6528_t01,15060.0,John Paul Stevens,scotus_justice,133.616
9089,1977_76_6528_t01,15071.0,Byron R. White,scotus_justice,67.81
9090,1977_76_6528_t01,15073.0,Warren E. Burger,scotus_justice,261.792
9091,1977_76_6528_t01,15104.0,Thurgood Marshall,scotus_justice,37.865
9092,1977_76_6528_t01,15119.0,"Lewis F. Powell, Jr.",scotus_justice,69.292
9093,1977_76_6528_t01,15141.0,William H. Rehnquist,scotus_justice,128.891
9094,1977_76_6528_t01,17570.0,"Bart C. Durham, III",not_a_justice,1233.299
9095,1977_76_6528_t01,23867.0,Frank H. Easterbrook,not_a_justice,1239.801
9096,1977_76_6617_t01,15043.0,Potter Stewart,scotus_justice,2.642
9097,1977_76_6617_t01,15073.0,Warren E. Burger,scotus_justice,230.503
9098,1977_76_6617_t01,15104.0,Thurgood Marshall,scotus_justice,253.148
9099,1977_76_6617_t01,15141.0,William H. Rehnquist,scotus_justice,39.556
9100,1977_76_6617_t01,27304.0,Harry M. Hipler,not_a_justice,1244.315
9101,1977_76_6617_t01,29461.0,John T. Chandler,not_a_justice,1200.784
9102,1977_76_6767_t01,15073.0,Warren E. Burger,scotus_justice,207.703
9103,1977_76_6767_t01,15104.0,Thurgood Marshall,scotus_justice,165.943
9104,1977_76_6767_t01,32779.0,"John A. Shorter, Jr.",not_a_justice,1566.958
9105,1977_76_6767_t01,38596.0,Richard A. Allen,not_a_justice,1381.298
9106,1977_76_709_t01,15043.0,Potter Stewart,scotus_justice,90.712
9107,1977_76_709_t01,15071.0,Byron R. White,scotus_justice,446.87
9108,1977_76_709_t01,15073.0,Warren E. Burger,scotus_justice,165.879
9109,1977_76_709_t01,15104.0,Thurgood Marshall,scotus_justice,121.492
9110,1977_76_709_t01,15141.0,William H. Rehnquist,scotus_justice,112.495
9111,1977_76_709_t01,20628.0,David C. Buxbaum,not_a_justice,1436.802
9112,1977_76_709_t01,20837.0,Daniel M. Friedman,not_a_justice,1776.285
9113,1977_76_750_t01,15073.0,Warren E. Burger,scotus_justice,140.759
9114,1977_76_750_t01,15104.0,Thurgood Marshall,scotus_justice,9.713
9115,1977_76_750_t01,28189.0,H. Warren Siegel,not_a_justice,1234.876
9116,1977_76_750_t01,33515.0,Jerry J. Williams,not_a_justice,1103.098
9117,1977_76_860_t01,15043.0,Potter Stewart,scotus_justice,38.12
9118,1977_76_860_t01,15045.0,Harry A. Blackmun,scotus_justice,14.653
9119,1977_76_860_t01,15060.0,John Paul Stevens,scotus_justice,35.811
9120,1977_76_860_t01,15071.0,Byron R. White,scotus_justice,26.715
9121,1977_76_860_t01,15073.0,Warren E. Burger,scotus_justice,55.095
9122,1977_76_860_t01,15104.0,Thurgood Marshall,scotus_justice,79.624
9123,1977_76_860_t01,32594.0,J. D. Riffel,not_a_justice,1457.243
9124,1977_76_860_t01,42194.0,Stephen L. Urbanczyk,not_a_justice,1493.141
9125,1977_76_879_t01,15045.0,Harry A. Blackmun,scotus_justice,35.542
9126,1977_76_879_t01,15073.0,Warren E. Burger,scotus_justice,181.077
9127,1977_76_879_t01,15104.0,Thurgood Marshall,scotus_justice,278.883
9128,1977_76_879_t01,15141.0,William H. Rehnquist,scotus_justice,31.919
9129,1977_76_879_t01,38840.0,Robert H. Blondis,not_a_justice,1246.118
9130,1977_76_879_t01,45145.0,"Ward L. Johnson, Jr.",not_a_justice,1197.855
9131,1977_76_906_t01,15073.0,Warren E. Burger,scotus_justice,335.03
9132,1977_76_906_t01,15104.0,Thurgood Marshall,scotus_justice,40.198
9133,1977_76_906_t01,15382.0,Arnold T. Aikens,not_a_justice,1266.679
9134,1977_76_906_t01,24363.0,Francis G. McBride,not_a_justice,1293.982
9135,1977_76_944_t01,15043.0,Potter Stewart,scotus_justice,28.733
9136,1977_76_944_t01,15045.0,Harry A. Blackmun,scotus_justice,16.612
9137,1977_76_944_t01,15060.0,John Paul Stevens,scotus_justice,127.351
9138,1977_76_944_t01,15071.0,Byron R. White,scotus_justice,196.009
9139,1977_76_944_t01,15073.0,Warren E. Burger,scotus_justice,424.494
9140,1977_76_944_t01,15104.0,Thurgood Marshall,scotus_justice,124.686
9141,1977_76_944_t01,15119.0,"Lewis F. Powell, Jr.",scotus_justice,138.009
9142,1977_76_944_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,44.025
9143,1977_76_944_t01,15141.0,William H. Rehnquist,scotus_justice,246.781
9144,1977_76_944_t01,23411.0,Edward Bennett Williams,not_a_justice,1051.13
9145,1977_76_944_t01,23503.0,Floyd Abrams,not_a_justice,662.046
9146,1977_76_944_t01,45144.0,"William H. Jeffress, Jr.",not_a_justice,1390.0
9147,1977_77_240_t01,15071.0,Byron R. White,scotus_justice,48.819
9148,1977_77_240_t01,15073.0,Warren E. Burger,scotus_justice,56.188
9149,1977_77_240_t01,15141.0,William H. Rehnquist,scotus_justice,30.446
9150,1977_77_240_t01,20837.0,Daniel M. Friedman,not_a_justice,662.312
9151,1977_77_240_t01,34329.0,Leonard Decof,not_a_justice,1912.712
9152,1977_77_240_t01,41975.0,Sidney S. Rosdeitcher,not_a_justice,1761.625
9153,1977_77_334_t01,15073.0,Warren E. Burger,scotus_justice,155.307
9154,1977_77_334_t01,15141.0,William H. Rehnquist,scotus_justice,43.385
9155,1977_77_334_t01,19097.0,Chester M. Howe,not_a_justice,1538.104
9156,1977_77_334_t01,41951.0,S. Stephen Rosenfeld,not_a_justice,946.331
9157,1977_77_335_t01,15043.0,Potter Stewart,scotus_justice,12.619
9158,1977_77_335_t01,15061.0,Abe Fortas,scotus_justice,90.2
9159,1977_77_335_t01,15071.0,Byron R. White,scotus_justice,88.168
9160,1977_77_335_t01,15089.0,Hugo L. Black,scotus_justice,244.258
9161,1977_77_335_t01,15099.0,Earl Warren,scotus_justice,74.285
9162,1977_77_335_t01,15107.0,William O. Douglas,scotus_justice,2.941
9163,1977_77_335_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,115.583
9164,1977_77_335_t01,16640.0,Arthur H. Nighswander,not_a_justice,1655.861
9165,1977_77_335_t01,41019.0,Stanley M. Brown,not_a_justice,1845.123
9166,1977_77_380_t01,15071.0,Byron R. White,scotus_justice,42.566
9167,1977_77_380_t01,15073.0,Warren E. Burger,scotus_justice,217.843
9168,1977_77_380_t01,15104.0,Thurgood Marshall,scotus_justice,9.695
9169,1977_77_380_t01,15119.0,"Lewis F. Powell, Jr.",scotus_justice,1.801
9170,1977_77_380_t01,15141.0,William H. Rehnquist,scotus_justice,188.079
9171,1977_77_380_t01,25611.0,Gerry Levenberg,not_a_justice,1439.675
9172,1977_77_380_t01,41027.0,Sara Sun Beale,not_a_justice,1415.448
9173,1977_77_454_t01,15043.0,Potter Stewart,scotus_justice,37.262
9174,1977_77_454_t01,15060.0,John Paul Stevens,scotus_justice,99.714
9175,1977_77_454_t01,15071.0,Byron R. White,scotus_justice,130.668
9176,1977_77_454_t01,15073.0,Warren E. Burger,scotus_justice,152.0
9177,1977_77_454_t01,15104.0,Thurgood Marshall,scotus_justice,33.888
9178,1977_77_454_t01,15141.0,William H. Rehnquist,scotus_justice,220.783
9179,1977_77_454_t01,20550.0,Donald K. Barnes,not_a_justice,1354.835
9180,1977_77_454_t01,27102.0,Harry M. Griger,not_a_justice,1363.163
9181,1977_77_539_t01,15060.0,John Paul Stevens,scotus_justice,6.003
9182,1977_77_539_t01,15071.0,Byron R. White,scotus_justice,79.564
9183,1977_77_539_t01,15073.0,Warren E. Burger,scotus_justice,37.59
9184,1977_77_539_t01,15141.0,William H. Rehnquist,scotus_justice,42.462
9185,1977_77_539_t02,15043.0,Potter Stewart,scotus_justice,55.475
9186,1977_77_539_t02,15060.0,John Paul Stevens,scotus_justice,6.078
9187,1977_77_539_t02,15073.0,Warren E. Burger,scotus_justice,109.302
9188,1977_77_539_t02,15104.0,Thurgood Marshall,scotus_justice,45.508
9189,1977_77_539_t02,15141.0,William H. Rehnquist,scotus_justice,72.45
9190,1977_77_539_t02,24131.0,Frederick L. Ikenson,not_a_justice,532.597
9191,1977_77_5549_t01,15043.0,Potter Stewart,scotus_justice,228.379
9192,1977_77_5549_t01,15060.0,John Paul Stevens,scotus_justice,59.572
9193,1977_77_5549_t01,15071.0,Byron R. White,scotus_justice,10.303
9194,1977_77_5549_t01,15073.0,Warren E. Burger,scotus_justice,196.706
9195,1977_77_5549_t01,15104.0,Thurgood Marshall,scotus_justice,48.237
9196,1977_77_5549_t01,15141.0,William H. Rehnquist,scotus_justice,91.46
9197,1977_77_5549_t01,26099.0,Guy C. Shearer,not_a_justice,1091.675
9198,1977_77_5549_t01,28760.0,"J. Vincent Aprile, II,",not_a_justice,1347.762
9199,1977_77_693_t01,15043.0,Potter Stewart,scotus_justice,13.557
9200,1977_77_693_t01,15060.0,John Paul Stevens,scotus_justice,160.782
9201,1977_77_693_t01,15071.0,Byron R. White,scotus_justice,56.094
9202,1977_77_693_t01,15073.0,Warren E. Burger,scotus_justice,146.963
9203,1977_77_693_t01,15104.0,Thurgood Marshall,scotus_justice,60.286
9204,1977_77_693_t01,15141.0,William H. Rehnquist,scotus_justice,170.719
9205,1977_77_693_t01,34747.0,Louis Loss,not_a_justice,1032.556
9206,1977_77_693_t01,35819.0,Milton V. Freeman,not_a_justice,1608.343
9207,1977_77_836_t01,15060.0,John Paul Stevens,scotus_justice,34.904
9208,1977_77_836_t01,15071.0,Byron R. White,scotus_justice,4.328
9209,1977_77_836_t01,15073.0,Warren E. Burger,scotus_justice,200.848
9210,1977_77_836_t01,15104.0,Thurgood Marshall,scotus_justice,62.778
9211,1977_77_836_t01,15141.0,William H. Rehnquist,scotus_justice,65.234
9212,1977_77_836_t01,18309.0,Carl F. Andre,not_a_justice,983.172
9213,1977_77_836_t01,27019.0,"H. Bartow Farr, III",not_a_justice,1169.268
9214,1977_77_836_t01,38916.0,Richard B. Collins,not_a_justice,1143.793
9215,1978_77_1016_t01,15043.0,Potter Stewart,scotus_justice,126.056
9216,1978_77_1016_t01,15045.0,Harry A. Blackmun,scotus_justice,74.558
9217,1978_77_1016_t01,15060.0,John Paul Stevens,scotus_justice,155.659
9218,1978_77_1016_t01,15071.0,Byron R. White,scotus_justice,176.434
9219,1978_77_1016_t01,15073.0,Warren E. Burger,scotus_justice,249.182
9220,1978_77_1016_t01,15104.0,Thurgood Marshall,scotus_justice,10.895
9221,1978_77_1016_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,2.054
9222,1978_77_1016_t01,15141.0,William H. Rehnquist,scotus_justice,30.103
9223,1978_77_1016_t01,35785.0,M. Carr Ferguson,not_a_justice,1285.741
9224,1978_77_1016_t01,39312.0,Ronald E. Gother,not_a_justice,1332.172
9225,1978_77_120_t01,15043.0,Potter Stewart,scotus_justice,18.747
9226,1978_77_120_t01,15045.0,Harry A. Blackmun,scotus_justice,5.718
9227,1978_77_120_t01,15060.0,John Paul Stevens,scotus_justice,6.038
9228,1978_77_120_t01,15073.0,Warren E. Burger,scotus_justice,55.808
9229,1978_77_120_t01,15104.0,Thurgood Marshall,scotus_justice,18.476
9230,1978_77_120_t01,33622.0,Jesse W. Walters,not_a_justice,854.14
9231,1978_77_1265_t01,15043.0,Potter Stewart,scotus_justice,185.027
9232,1978_77_1265_t01,15060.0,John Paul Stevens,scotus_justice,188.419
9233,1978_77_1265_t01,15071.0,Byron R. White,scotus_justice,118.342
9234,1978_77_1265_t01,15073.0,Warren E. Burger,scotus_justice,232.923
9235,1978_77_1265_t01,15104.0,Thurgood Marshall,scotus_justice,116.152
9236,1978_77_1265_t01,15119.0,"Lewis F. Powell, Jr.",scotus_justice,34.306
9237,1978_77_1265_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,8.37
9238,1978_77_1265_t01,15141.0,William H. Rehnquist,scotus_justice,70.444
9239,1978_77_1265_t01,33234.0,John Troyer,not_a_justice,731.031
9240,1978_77_1265_t01,38564.0,Richard B. Allyn,not_a_justice,838.286
9241,1978_77_1265_t01,38778.0,Robert H. Bork,not_a_justice,1524.686
9242,1978_77_1387_t01,15043.0,Potter Stewart,scotus_justice,155.621
9243,1978_77_1387_t01,15071.0,Byron R. White,scotus_justice,330.913
9244,1978_77_1387_t01,15073.0,Warren E. Burger,scotus_justice,245.751
9245,1978_77_1387_t01,15104.0,Thurgood Marshall,scotus_justice,3.497
9246,1978_77_1387_t01,15119.0,"Lewis F. Powell, Jr.",scotus_justice,18.894
9247,1978_77_1387_t01,15141.0,William H. Rehnquist,scotus_justice,224.299
9248,1978_77_1387_t01,33830.0,Kenneth Steven Geller,not_a_justice,1458.143
9249,1978_77_1387_t01,43619.0,Victor H. Kramer,not_a_justice,1226.161
9250,1978_77_1410_t01,15043.0,Potter Stewart,scotus_justice,2.812
9251,1978_77_1410_t01,15045.0,Harry A. Blackmun,scotus_justice,29.51
9252,1978_77_1410_t01,15060.0,John Paul Stevens,scotus_justice,193.26
9253,1978_77_1410_t01,15071.0,Byron R. White,scotus_justice,237.044
9254,1978_77_1410_t01,15073.0,Warren E. Burger,scotus_justice,100.757
9255,1978_77_1410_t01,15104.0,Thurgood Marshall,scotus_justice,11.525
9256,1978_77_1410_t01,15119.0,"Lewis F. Powell, Jr.",scotus_justice,12.969
9257,1978_77_1410_t01,15141.0,William H. Rehnquist,scotus_justice,94.763
9258,1978_77_1410_t01,16796.0,"Allan A. Ryan, Jr.",not_a_justice,785.749
9259,1978_77_1410_t01,29197.0,J. Steven Brackett,not_a_justice,1527.203
9260,1978_77_1410_t01,29422.0,Joe N. Cagle,not_a_justice,671.808
9261,1978_77_1427_t01,15043.0,Potter Stewart,scotus_justice,41.729
9262,1978_77_1427_t01,15060.0,John Paul Stevens,scotus_justice,206.752
9263,1978_77_1427_t01,15071.0,Byron R. White,scotus_justice,138.822
9264,1978_77_1427_t01,15073.0,Warren E. Burger,scotus_justice,388.786
9265,1978_77_1427_t01,15104.0,Thurgood Marshall,scotus_justice,14.456
9266,1978_77_1427_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,7.669
9267,1978_77_1427_t01,15141.0,William H. Rehnquist,scotus_justice,153.927
9268,1978_77_1427_t01,20910.0,Deborah M. Greenberg,not_a_justice,1252.811
9269,1978_77_1427_t01,32250.0,Joan Offner,not_a_justice,1257.355
9270,1978_77_1489_t01,15043.0,Potter Stewart,scotus_justice,453.944
9271,1978_77_1489_t01,15071.0,Byron R. White,scotus_justice,180.555
9272,1978_77_1489_t01,15073.0,Warren E. Burger,scotus_justice,432.351
9273,1978_77_1489_t01,15104.0,Thurgood Marshall,scotus_justice,24.259
9274,1978_77_1489_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,103.783
9275,1978_77_1489_t01,15141.0,William H. Rehnquist,scotus_justice,138.118
9276,1978_77_1489_t01,23194.0,Edwin H. Stier,not_a_justice,1414.42
9277,1978_77_1489_t01,36869.0,Michael E. Wilbert,not_a_justice,1126.988
9278,1978_77_1497_t01,15043.0,Potter Stewart,scotus_justice,111.006
9279,1978_77_1497_t01,15045.0,Harry A. Blackmun,scotus_justice,136.5
9280,1978_77_1497_t01,15060.0,John Paul Stevens,scotus_justice,124.345
9281,1978_77_1497_t01,15071.0,Byron R. White,scotus_justice,254.347
9282,1978_77_1497_t01,15073.0,Warren E. Burger,scotus_justice,311.373
9283,1978_77_1497_t01,15104.0,Thurgood Marshall,scotus_justice,186.856
9284,1978_77_1497_t01,15107.0,William O. Douglas,scotus_justice,6.28
9285,1978_77_1497_t01,15119.0,"Lewis F. Powell, Jr.",scotus_justice,55.779
9286,1978_77_1497_t01,15141.0,William H. Rehnquist,scotus_justice,171.1
9287,1978_77_1497_t01,31469.0,Jack T. Lassiter,not_a_justice,1159.769
9288,1978_77_1497_t01,32419.0,Joseph H. Purvis,not_a_justice,1273.837
9289,1978_77_1546_t03,15043.0,Potter Stewart,scotus_justice,94.389
9290,1978_77_1546_t03,15045.0,Harry A. Blackmun,scotus_justice,59.838
9291,1978_77_1546_t03,15060.0,John Paul Stevens,scotus_justice,28.603
9292,1978_77_1546_t03,15073.0,Warren E. Burger,scotus_justice,92.69
9293,1978_77_1546_t03,15141.0,William H. Rehnquist,scotus_justice,189.497
9294,1978_77_1546_t03,22889.0,Earl H. Nemser,not_a_justice,800.263
9295,1978_77_1546_t03,23149.0,Elinor Hadley Stillman,not_a_justice,779.642
9296,1978_77_1546_t03,36947.0,Melvin L. Wulf,not_a_justice,813.651
9297,1978_77_1547_t01,15043.0,Potter Stewart,scotus_justice,35.473
9298,1978_77_1547_t01,15045.0,Harry A. Blackmun,scotus_justice,67.726
9299,1978_77_1547_t01,15060.0,John Paul Stevens,scotus_justice,97.165
9300,1978_77_1547_t01,15071.0,Byron R. White,scotus_justice,290.018
9301,1978_77_1547_t01,15073.0,Warren E. Burger,scotus_justice,158.537
9302,1978_77_1547_t01,15119.0,"Lewis F. Powell, Jr.",scotus_justice,21.378
9303,1978_77_1547_t01,15141.0,William H. Rehnquist,scotus_justice,249.924
9304,1978_77_1547_t01,20606.0,Daniel L. Berman,not_a_justice,666.972
9305,1978_77_1547_t01,32037.0,Jistice Marshall,not_a_justice,87.775
9306,1978_77_1547_t01,35866.0,"Max L. Gillam, Jr.",not_a_justice,1441.398
9307,1978_77_1547_t01,40958.0,Sara S. Beale,not_a_justice,739.925
9308,1978_77_1553_t01,15043.0,Potter Stewart,scotus_justice,144.507
9309,1978_77_1553_t01,15060.0,John Paul Stevens,scotus_justice,170.164
9310,1978_77_1553_t01,15071.0,Byron R. White,scotus_justice,348.131
9311,1978_77_1553_t01,15073.0,Warren E. Burger,scotus_justice,73.364
9312,1978_77_1553_t01,15089.0,Hugo L. Black,scotus_justice,1.595
9313,1978_77_1553_t01,15104.0,Thurgood Marshall,scotus_justice,99.98
9314,1978_77_1553_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,100.959
9315,1978_77_1553_t01,15141.0,William H. Rehnquist,scotus_justice,191.369
9316,1978_77_1553_t01,16133.0,A. Thomas Hunt,not_a_justice,1174.494
9317,1978_77_1553_t01,46265.0,William F. Stewart,not_a_justice,1463.427
9318,1978_77_1571_t01,15043.0,Potter Stewart,scotus_justice,44.887
9319,1978_77_1571_t01,15045.0,Harry A. Blackmun,scotus_justice,17.753
9320,1978_77_1571_t01,15060.0,John Paul Stevens,scotus_justice,168.007
9321,1978_77_1571_t01,15071.0,Byron R. White,scotus_justice,92.395
9322,1978_77_1571_t01,15073.0,Warren E. Burger,scotus_justice,285.72
9323,1978_77_1571_t01,15104.0,Thurgood Marshall,scotus_justice,260.452
9324,1978_77_1571_t01,15119.0,"Lewis F. Powell, Jr.",scotus_justice,98.697
9325,1978_77_1571_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,130.751
9326,1978_77_1571_t01,15141.0,William H. Rehnquist,scotus_justice,266.056
9327,1978_77_1571_t01,19751.0,"Charles M. Oberly, III",not_a_justice,1175.251
9328,1978_77_1571_t01,21168.0,David M. Lukoff,not_a_justice,963.605
9329,1978_77_1578_t01,15043.0,Potter Stewart,scotus_justice,102.332
9330,1978_77_1578_t01,15045.0,Harry A. Blackmun,scotus_justice,20.049
9331,1978_77_1578_t01,15060.0,John Paul Stevens,scotus_justice,431.814
9332,1978_77_1578_t01,15071.0,Byron R. White,scotus_justice,129.379
9333,1978_77_1578_t01,15073.0,Warren E. Burger,scotus_justice,118.306
9334,1978_77_1578_t01,15104.0,Thurgood Marshall,scotus_justice,84.561
9335,1978_77_1578_t01,15119.0,"Lewis F. Powell, Jr.",scotus_justice,20.066
9336,1978_77_1578_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,26.525
9337,1978_77_1578_t01,15141.0,William H. Rehnquist,scotus_justice,184.323
9338,1978_77_1578_t01,16173.0,Alan J. Hruska,not_a_justice,2272.906
9339,1978_77_1578_t01,16379.0,Amalya L. Kearse,not_a_justice,778.715
9340,1978_77_1578_t01,23867.0,Frank H. Easterbrook,not_a_justice,824.484
9341,1978_77_1578_t01,33250.0,Jay H. Topkis,not_a_justice,900.932
9342,1978_77_1652_t01,15060.0,John Paul Stevens,scotus_justice,112.74
9343,1978_77_1652_t01,15071.0,Byron R. White,scotus_justice,219.432
9344,1978_77_1652_t01,15073.0,Warren E. Burger,scotus_justice,71.255
9345,1978_77_1652_t01,15119.0,"Lewis F. Powell, Jr.",scotus_justice,49.339
9346,1978_77_1652_t01,15141.0,William H. Rehnquist,scotus_justice,170.351
9347,1978_77_1652_t01,19231.0,Charles Hill,not_a_justice,930.539
9348,1978_77_1652_t01,28126.0,Howard Shapiro,not_a_justice,1093.465
9349,1978_77_1652_t01,42876.0,Thomas G. Johnson,not_a_justice,890.902
9350,1978_77_1701_t01,15043.0,Potter Stewart,scotus_justice,211.683
9351,1978_77_1701_t01,15071.0,Byron R. White,scotus_justice,163.34
9352,1978_77_1701_t01,15073.0,Warren E. Burger,scotus_justice,275.722
9353,1978_77_1701_t01,15104.0,Thurgood Marshall,scotus_justice,73.498
9354,1978_77_1701_t01,15119.0,"Lewis F. Powell, Jr.",scotus_justice,293.439
9355,1978_77_1701_t01,15141.0,William H. Rehnquist,scotus_justice,112.967
9356,1978_77_1701_t01,45273.0,Walter C. Kurtz,not_a_justice,1252.652
9357,1978_77_1701_t01,45380.0,William M. Leech,not_a_justice,1153.034
9358,1978_77_1806_t01,15043.0,Potter Stewart,scotus_justice,95.31
9359,1978_77_1806_t01,15045.0,Harry A. Blackmun,scotus_justice,24.611
9360,1978_77_1806_t01,15060.0,John Paul Stevens,scotus_justice,109.22
9361,1978_77_1806_t01,15071.0,Byron R. White,scotus_justice,117.656
9362,1978_77_1806_t01,15073.0,Warren E. Burger,scotus_justice,306.304
9363,1978_77_1806_t01,15104.0,Thurgood Marshall,scotus_justice,74.043
9364,1978_77_1806_t01,15119.0,"Lewis F. Powell, Jr.",scotus_justice,85.396
9365,1978_77_1806_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,50.883
9366,1978_77_1806_t01,15141.0,William H. Rehnquist,scotus_justice,20.859
9367,1978_77_1806_t01,30240.0,John A. Fillion,not_a_justice,348.252
9368,1978_77_1806_t01,37058.0,Norton J. Come,not_a_justice,1075.879
9369,1978_77_1806_t01,42933.0,Theophil C. Kammholz,not_a_justice,1118.867
9370,1978_77_1844_t01,15043.0,Potter Stewart,scotus_justice,556.485
9371,1978_77_1844_t01,15060.0,John Paul Stevens,scotus_justice,146.16
9372,1978_77_1844_t01,15071.0,Byron R. White,scotus_justice,492.323
9373,1978_77_1844_t01,15073.0,Warren E. Burger,scotus_justice,442.726
9374,1978_77_1844_t01,15104.0,Thurgood Marshall,scotus_justice,355.439
9375,1978_77_1844_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,147.292
9376,1978_77_1844_t01,15141.0,William H. Rehnquist,scotus_justice,206.304
9377,1978_77_1844_t01,19960.0,Charles S. Rhyne,not_a_justice,1206.67
9378,1978_77_1844_t01,23226.0,Eric Schnapper,not_a_justice,1001.745
9379,1978_77_1844_t01,29064.0,J. U. Blacksher,not_a_justice,1096.375
9380,1978_77_1844_t01,33206.0,James P. Turner,not_a_justice,870.559
9381,1978_77_1844_t01,43817.0,William H. Allen,not_a_justice,1361.331
9382,1978_77_1844_t02,15043.0,Potter Stewart,scotus_justice,384.578
9383,1978_77_1844_t02,15045.0,Harry A. Blackmun,scotus_justice,128.492
9384,1978_77_1844_t02,15060.0,John Paul Stevens,scotus_justice,56.069
9385,1978_77_1844_t02,15071.0,Byron R. White,scotus_justice,271.297
9386,1978_77_1844_t02,15073.0,Warren E. Burger,scotus_justice,287.557
9387,1978_77_1844_t02,15104.0,Thurgood Marshall,scotus_justice,25.03
9388,1978_77_1844_t02,15119.0,"Lewis F. Powell, Jr.",scotus_justice,22.715
9389,1978_77_1844_t02,15141.0,William H. Rehnquist,scotus_justice,272.709
9390,1978_77_1844_t02,19960.0,Charles S. Rhyne,not_a_justice,1417.506
9391,1978_77_1844_t02,23226.0,Eric Schnapper,not_a_justice,1079.831
9392,1978_77_1844_t02,29064.0,J. U. Blacksher,not_a_justice,925.625
9393,1978_77_1844_t02,33206.0,James P. Turner,not_a_justice,656.266
9394,1978_77_1844_t02,43817.0,William H. Allen,not_a_justice,1387.54
9395,1978_77_5781_t01,15043.0,Potter Stewart,scotus_justice,219.821
9396,1978_77_5781_t01,15045.0,Harry A. Blackmun,scotus_justice,8.274
9397,1978_77_5781_t01,15060.0,John Paul Stevens,scotus_justice,114.769
9398,1978_77_5781_t01,15071.0,Byron R. White,scotus_justice,169.915
9399,1978_77_5781_t01,15073.0,Warren E. Burger,scotus_justice,183.4
9400,1978_77_5781_t01,15104.0,Thurgood Marshall,scotus_justice,78.503
9401,1978_77_5781_t01,15119.0,"Lewis F. Powell, Jr.",scotus_justice,43.538
9402,1978_77_5781_t01,15141.0,William H. Rehnquist,scotus_justice,193.429
9403,1978_77_5781_t01,21254.0,Donald B. Mackay,not_a_justice,758.319
9404,1978_77_5781_t01,26247.0,G. Joseph Weller,not_a_justice,931.053
9405,1978_77_6248_t01,15043.0,Potter Stewart,scotus_justice,37.035
9406,1978_77_6248_t01,15060.0,John Paul Stevens,scotus_justice,163.203
9407,1978_77_6248_t01,15071.0,Byron R. White,scotus_justice,190.03
9408,1978_77_6248_t01,15073.0,Warren E. Burger,scotus_justice,125.81
9409,1978_77_6248_t01,15104.0,Thurgood Marshall,scotus_justice,76.057
9410,1978_77_6248_t01,15119.0,"Lewis F. Powell, Jr.",scotus_justice,3.406
9411,1978_77_6248_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,36.936
9412,1978_77_6248_t01,15141.0,William H. Rehnquist,scotus_justice,87.594
9413,1978_77_6248_t01,25910.0,G. Stephen Parker,not_a_justice,928.53
9414,1978_77_6248_t01,28964.0,"James C. Bonner, Jr.",not_a_justice,1125.227
9415,1978_77_6431_t01,15043.0,Potter Stewart,scotus_justice,249.255
9416,1978_77_6431_t01,15060.0,John Paul Stevens,scotus_justice,101.273
9417,1978_77_6431_t01,15071.0,Byron R. White,scotus_justice,90.174
9418,1978_77_6431_t01,15073.0,Warren E. Burger,scotus_justice,188.548
9419,1978_77_6431_t01,15104.0,Thurgood Marshall,scotus_justice,132.032
9420,1978_77_6431_t01,15119.0,"Lewis F. Powell, Jr.",scotus_justice,70.28
9421,1978_77_6431_t01,15141.0,William H. Rehnquist,scotus_justice,114.992
